message_id,timestamp_utc,text
393688,2025-09-18T13:46:02+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDT @ $4,542: Sell $111,539"
393687,2025-09-18T13:46:01+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on ETHUSDT @ $4,537.73: Sell $54,453"
393686,2025-09-18T13:45:24+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDT @ $4,547: Sell $57,869"
393685,2025-09-18T13:45:09+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on ETHUSDT @ $4,545.77: Sell $98,961"
393684,2025-09-18T13:44:33+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDT @ $4,555: Sell $75,709"
393683,2025-09-18T13:44:24+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on AAVEUSDT @ $303: Sell $117,898"
393682,2025-09-18T13:37:29+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on AVAXUSDT @ $33.64: Buy $60,141"
393681,2025-09-18T13:36:38+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on ETHUSDC @ $4,622: Buy $50,111"
393680,2025-09-18T13:36:36+00:00,"📈[Bybit](http://whalebot.co/Bybit) liquidated Short on ARUSDT @ $7.34: Buy $212,726"
393679,2025-09-18T13:36:35+00:00,"📈[Bybit](http://whalebot.co/Bybit) liquidated Short on DOGEUSDT @ $0.2863: Buy $252,585"
393678,2025-09-18T13:36:35+00:00,"📈[Bybit](http://whalebot.co/Bybit) liquidated Short on SOLUSDT @ $249.14: Buy $50,999"
393677,2025-09-18T13:36:35+00:00,"📈[Bybit](http://whalebot.co/Bybit) liquidated Short on SUIUSDT @ $3.93: Buy $206,387"
393676,2025-09-18T13:35:25+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on BTCUSDT @ $117,956: Buy $58,978"
393675,2025-09-18T13:35:25+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on ETHUSDT @ $4,611: Buy $92,217"
393673,2025-09-18T13:14:21+00:00,"📈[Bybit](http://whalebot.co/Bybit) liquidated Short on DOGEUSDT @ $0.2844: Buy $70,151"
393672,2025-09-18T13:11:43+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on BCHUSDT @ $658: Buy $202,473"
393671,2025-09-18T13:02:41+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on BARDUSDT @ $1.18: Buy $51,128"
393670,2025-09-18T13:01:58+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on BARDUSDT @ $1.19: Buy $50,230"
393669,2025-09-18T12:54:07+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on WLFIUSDT @ $0.22: Sell $61,406"
393668,2025-09-18T12:13:39+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on PENGUUSDT @ $0.04: Buy $51,092"
393665,2025-09-18T10:29:38+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDT @ $4,551: Sell $148,020"
393664,2025-09-18T09:36:18+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on AVNTUSDT @ $1.19: Buy $50,915"
393663,2025-09-18T09:22:12+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on SUIUSDT @ $3.94: Buy $54,037"
393662,2025-09-18T08:53:29+00:00,"📈[Bybit](http://whalebot.co/Bybit) liquidated Short on SUIUSDT @ $3.88: Buy $166,866"
393661,2025-09-18T08:37:40+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on DOGEUSDT @ $0.28: Buy $84,830"
393660,2025-09-18T08:37:23+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on ETHUSDT @ $4,618: Buy $67,051"
393659,2025-09-18T08:36:50+00:00,"📈[Bybit](http://whalebot.co/Bybit) liquidated Short on ETHUSDT @ $4,617.68: Buy $52,318"
393658,2025-09-18T08:15:36+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on ETHUSDT @ $4,602: Buy $54,977"
393657,2025-09-18T08:11:29+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on PUMPUSDT @ $0.01: Sell $90,281"
393656,2025-09-18T07:15:48+00:00,"📈[Binance](https://whalebot.co/BinanceFutures) Liquidated Short on ETHUSDT @ $4,597: Buy $50,371"
393655,2025-09-18T06:40:42+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on ETHUSDT @ $4,546.11: Sell $61,600"
393654,2025-09-18T06:30:50+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on SOLUSDT @ $241.29: Sell $56,558"
393653,2025-09-18T06:30:41+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on DOGEUSDT @ $0.27: Sell $113,382"
393652,2025-09-18T06:29:16+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on XRPUSDT @ $3.03: Sell $178,324"
393651,2025-09-18T06:29:16+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDT @ $4,538: Sell $99,827"
393650,2025-09-18T06:15:42+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on ETHUSDT @ $4,534.60: Sell $59,131"
393649,2025-09-18T06:15:29+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on XRPUSDT @ $3.0357: Sell $68,637"
393648,2025-09-18T06:15:27+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on SEIUSDT @ $0.3230: Sell $72,130"
393647,2025-09-18T06:13:59+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDT @ $4,532: Sell $3,670,496"
393646,2025-09-18T06:13:59+00:00,"📉[Bybit](http://whalebot.co/Bybit) liquidated Long on DOGEUSDT @ $0.2754: Sell $67,992"
393645,2025-09-18T06:13:08+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on WLFIUSDT @ $0.22: Sell $100,767"
393644,2025-09-18T06:13:06+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDT @ $4,549: Sell $161,246"
393643,2025-09-18T06:12:39+00:00,"📉[Binance](https://whalebot.co/BinanceFutures) Liquidated Long on ETHUSDC @ $4,552: Sell $68,976"
